CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2013-03-31;1;BCO BRASIL S.A.;001023;ITR;27465;2013-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=27465
00.000.000/0001-91;2013-06-30;1;BCO BRASIL S.A.;001023;ITR;30467;2013-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=30467
00.000.000/0001-91;2013-09-30;1;BCO BRASIL S.A.;001023;ITR;32566;2013-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=32566
00.000.208/0001-00;2013-03-31;1;BRB BCO DE BRASILIA S.A.;014206;ITR;27706;2013-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=27706
00.000.208/0001-00;2013-06-30;1;BRB BCO DE BRASILIA S.A.;014206;ITR;30892;2013-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=30892
00.000.208/0001-00;2013-06-30;2;BRB BCO DE BRASILIA S.A.;014206;ITR;30918;2013-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=30918
00.000.208/0001-00;2013-09-30;1;BRB BCO DE BRASILIA S.A.;014206;ITR;32393;2013-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=32393
00.001.180/0001-26;2013-03-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;27897;2013-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=27897
00.001.180/0001-26;2013-06-30;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;30777;2013-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=30777
00.001.180/0001-26;2013-09-30;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;33072;2013-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=33072
00.070.698/0001-11;2013-03-31;1;CIA ENERGETICA DE BRASILIA;014451;ITR;28017;2013-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=28017
00.070.698/0001-11;2013-06-30;1;CIA ENERGETICA DE BRASILIA;014451;ITR;31159;2013-08-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=31159
00.070.698/0001-11;2013-06-30;2;CIA ENERGETICA DE BRASILIA;014451;ITR;31205;2013-08-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=31205
00.070.698/0001-11;2013-09-30;1;CIA ENERGETICA DE BRASILIA;014451;ITR;33190;2013-11-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=33190
00.108.786/0001-65;2013-03-31;1;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;ITR;26195;2013-04-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=26195
00.108.786/0001-65;2013-06-30;1;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;ITR;30232;2013-08-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=30232
00.108.786/0001-65;2013-09-30;1;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;ITR;32621;2013-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=32621
00.115.890/0001-87;2013-03-31;1;SHOPPING CENTER TACARUNA SA;015733;ITR;27780;2013-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=27780
00.115.890/0001-87;2013-06-30;1;SHOPPING CENTER TACARUNA SA;015733;ITR;30934;2013-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=30934
00.115.890/0001-87;2013-09-30;1;SHOPPING CENTER TACARUNA SA;015733;ITR;32909;2013-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=32909
00.192.769/0001-59;2013-03-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;ITR;27517;2013-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=27517
00.192.769/0001-59;2013-06-30;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;ITR;30591;2013-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=30591
