CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2011-03-31;1;BCO BRASIL S.A.;001023;ITR;7439;2011-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=7439
00.000.000/0001-91;2011-06-30;1;BCO BRASIL S.A.;001023;ITR;10616;2011-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=10616
00.000.000/0001-91;2011-09-30;1;BCO BRASIL S.A.;001023;ITR;12306;2011-11-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=12306
00.000.208/0001-00;2011-03-31;1;BRB BCO DE BRASILIA S.A.;014206;ITR;8351;2011-05-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=8351
00.000.208/0001-00;2011-06-30;1;BRB BCO DE BRASILIA S.A.;014206;ITR;11290;2011-08-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=11290
00.000.208/0001-00;2011-09-30;1;BRB BCO DE BRASILIA S.A.;014206;ITR;12978;2011-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=12978
00.001.180/0001-26;2011-03-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;9788;2011-06-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=9788
00.001.180/0001-26;2011-06-30;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;11365;2011-08-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=11365
00.001.180/0001-26;2011-06-30;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;11449;2011-08-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=11449
00.001.180/0001-26;2011-06-30;3;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;11455;2011-08-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=11455
00.001.180/0001-26;2011-09-30;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;12623;2011-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=12623
00.001.180/0001-26;2011-09-30;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;13006;2011-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=13006
00.070.698/0001-11;2011-03-31;1;CIA ENERGETICA DE BRASILIA;014451;ITR;14465;2012-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=14465
00.070.698/0001-11;2011-06-30;1;CIA ENERGETICA DE BRASILIA;014451;ITR;14466;2012-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=14466
00.070.698/0001-11;2011-09-30;1;CIA ENERGETICA DE BRASILIA;014451;ITR;14467;2012-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=14467
00.095.147/0001-02;2011-03-31;1;VBC ENERGIA SA;014540;ITR;8121;2011-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=8121
00.095.147/0001-02;2011-06-30;1;VBC ENERGIA SA;014540;ITR;11116;2011-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=11116
00.108.786/0001-65;2011-03-31;1;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;ITR;7012;2011-05-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=7012
00.108.786/0001-65;2011-06-30;1;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;ITR;10223;2011-07-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=10223
00.108.786/0001-65;2011-09-30;1;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;ITR;12209;2011-10-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=12209
00.108.786/0001-65;2011-09-30;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;ITR;13444;2011-12-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=13444
00.115.890/0001-87;2011-03-31;1;SHOPPING CENTER TACARUNA SA;015733;ITR;7567;2011-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=7567
00.115.890/0001-87;2011-06-30;1;SHOPPING CENTER TACARUNA SA;015733;ITR;10853;2011-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=10853
00.115.890/0001-87;2011-09-30;1;SHOPPING CENTER TACARUNA SA;015733;ITR;12341;2011-11-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=12341
00.185.475/0001-08;2011-03-31;1;PARCOM PARTICIPACOES S.A.;014680;ITR;8126;2011-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=8126
00.185.475/0001-08;2011-03-31;2;PARCOM PARTICIPACOES S.A.;014680;ITR;8200;2011-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=8200
00.185.475/0001-08;2011-06-30;1;PARCOM PARTICIPACOES S.A.;014680;ITR;11067;2011-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=11067
00.185.475/0001-08;2011-09-30;1;PARCOM PARTICIPACOES S.A.;014680;ITR;12898;2011-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=12898
