CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2015-03-31;1;BCO BRASIL S.A.;001023;ITR;47093;2015-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=47093
00.000.000/0001-91;2015-06-30;1;BCO BRASIL S.A.;001023;ITR;49766;2015-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=49766
00.000.000/0001-91;2015-09-30;1;BCO BRASIL S.A.;001023;ITR;51558;2015-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=51558
00.000.208/0001-00;2015-03-31;1;BRB BCO DE BRASILIA S.A.;014206;ITR;47428;2015-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=47428
00.000.208/0001-00;2015-03-31;2;BRB BCO DE BRASILIA S.A.;014206;ITR;47533;2015-05-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=47533
00.000.208/0001-00;2015-06-30;1;BRB BCO DE BRASILIA S.A.;014206;ITR;50196;2015-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=50196
00.000.208/0001-00;2015-09-30;1;BRB BCO DE BRASILIA S.A.;014206;ITR;51944;2015-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=51944
00.001.180/0001-26;2015-03-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;47504;2015-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=47504
00.001.180/0001-26;2015-06-30;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;50180;2015-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=50180
00.001.180/0001-26;2015-09-30;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;51705;2015-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=51705
00.070.698/0001-11;2015-03-31;1;CIA ENERGETICA DE BRASILIA;014451;ITR;47165;2015-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=47165
00.070.698/0001-11;2015-06-30;1;CIA ENERGETICA DE BRASILIA;014451;ITR;49974;2015-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=49974
00.070.698/0001-11;2015-09-30;1;CIA ENERGETICA DE BRASILIA;014451;ITR;52014;2015-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=52014
