CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2012-03-31;1;BCO BRASIL S.A.;001023;ITR;16676;2012-05-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=16676
00.000.000/0001-91;2012-06-30;1;BCO BRASIL S.A.;001023;ITR;20441;2012-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=20441
00.000.000/0001-91;2012-06-30;2;BCO BRASIL S.A.;001023;ITR;20472;2012-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=20472
00.000.000/0001-91;2012-09-30;1;BCO BRASIL S.A.;001023;ITR;22211;2012-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=22211
00.000.208/0001-00;2012-03-31;1;BRB BCO DE BRASILIA S.A.;014206;ITR;18020;2012-05-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=18020
00.000.208/0001-00;2012-06-30;1;BRB BCO DE BRASILIA S.A.;014206;ITR;20814;2012-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=20814
00.000.208/0001-00;2012-09-30;1;BRB BCO DE BRASILIA S.A.;014206;ITR;22089;2012-11-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=22089
00.001.180/0001-26;2012-03-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;18420;2012-05-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=18420
00.001.180/0001-26;2012-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;19113;2012-06-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=19113
00.001.180/0001-26;2012-06-30;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;20654;2012-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=20654
00.001.180/0001-26;2012-09-30;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;22755;2012-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=22755
00.070.698/0001-11;2012-03-31;1;CIA ENERGETICA DE BRASILIA;014451;ITR;17647;2012-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=17647
00.070.698/0001-11;2012-06-30;1;CIA ENERGETICA DE BRASILIA;014451;ITR;20509;2012-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=20509
00.070.698/0001-11;2012-09-30;1;CIA ENERGETICA DE BRASILIA;014451;ITR;22531;2012-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=22531
00.108.786/0001-65;2012-03-31;1;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;ITR;16505;2012-04-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=16505
00.108.786/0001-65;2012-06-30;1;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;ITR;19898;2012-07-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=19898
00.108.786/0001-65;2012-09-30;1;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;ITR;21911;2012-10-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=21911
00.115.890/0001-87;2012-03-31;1;SHOPPING CENTER TACARUNA SA;015733;ITR;17034;2012-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=17034
00.115.890/0001-87;2012-06-30;1;SHOPPING CENTER TACARUNA SA;015733;ITR;20151;2012-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=20151
00.115.890/0001-87;2012-09-30;1;SHOPPING CENTER TACARUNA SA;015733;ITR;22316;2012-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=22316
00.185.475/0001-08;2012-03-31;1;PARCOM PARTICIPACOES S.A.;014680;ITR;17367;2012-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=17367
00.185.475/0001-08;2012-06-30;1;PARCOM PARTICIPACOES S.A.;014680;ITR;19957;2012-07-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=19957
00.185.475/0001-08;2012-09-30;1;PARCOM PARTICIPACOES S.A.;014680;ITR;21922;2012-10-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=21922
00.192.769/0001-59;2012-03-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;ITR;20049;2012-08-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=20049
00.192.769/0001-59;2012-06-30;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;ITR;20796;2012-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=20796
00.192.769/0001-59;2012-09-30;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;ITR;22824;2012-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=22824
00.192.769/0001-59;2012-09-30;2;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;ITR;23177;2012-12-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=23177
